Date : 2026-03-24 00:23:29
Directory : /Users/nssanjeev/Documents/cosmi
Total : 75 files,  18169 codes, 485 comments, 1896 blanks, all 20550 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/nssanjeev/Documents/cosmi/app/components/RequireAuth.tsx                           | TypeScript JSX     |         21 |          4 |          6 |         31 |
| /Users/nssanjeev/Documents/cosmi/app/components/SignOutButton.tsx                         | TypeScript JSX     |        171 |         20 |         18 |        209 |
| /Users/nssanjeev/Documents/cosmi/app/components/UserMenu.tsx                              | TypeScript JSX     |        107 |          5 |         17 |        129 |
| /Users/nssanjeev/Documents/cosmi/app/components/hero/HeroVisual.tsx                       | TypeScript JSX     |         47 |          6 |          6 |         59 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/clients/[id]/page.tsx                      | TypeScript JSX     |         31 |          0 |         11 |         42 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/clients/page.tsx                           | TypeScript JSX     |        325 |         12 |         90 |        427 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/invoices/[id]/page.tsx                     | TypeScript JSX     |        454 |         24 |        128 |        606 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/invoices/page.tsx                          | TypeScript JSX     |        394 |          7 |         88 |        489 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/layout.tsx                                 | TypeScript JSX     |        208 |         10 |         28 |        246 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/page.tsx                                   | TypeScript JSX     |        662 |         36 |        150 |        848 |
| /Users/nssanjeev/Documents/cosmi/app/globals.css                                          | PostCSS            |        218 |         12 |         37 |        267 |
| /Users/nssanjeev/Documents/cosmi/app/head.tsx                                             | TypeScript JSX     |         14 |          4 |          4 |         22 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/components/invoice/InvoiceForm.tsx    | TypeScript JSX     |        715 |         30 |        186 |        931 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/components/invoice/InvoicePreview.tsx | TypeScript JSX     |        229 |         18 |         52 |        299 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/hooks/useInvoiceEditor.tsx            | TypeScript JSX     |        274 |         34 |         84 |        392 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/loading.tsx                           | TypeScript JSX     |        103 |          1 |          5 |        109 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/page.tsx                              | TypeScript JSX     |        351 |         22 |         95 |        468 |
| /Users/nssanjeev/Documents/cosmi/app/invoice/[id]/page.tsx                                | TypeScript JSX     |        592 |         35 |        167 |        794 |
| /Users/nssanjeev/Documents/cosmi/app/layout.tsx                                           | TypeScript JSX     |         44 |          4 |         10 |         58 |
| /Users/nssanjeev/Documents/cosmi/app/page.tsx                                             | TypeScript JSX     |        240 |         15 |         27 |        282 |
| /Users/nssanjeev/Documents/cosmi/app/payment-success/page.tsx                             | TypeScript JSX     |         30 |          0 |         13 |         43 |
| /Users/nssanjeev/Documents/cosmi/app/pricing/page.tsx                                     | TypeScript JSX     |        118 |          8 |         23 |        149 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/AddCompanyModal.tsx               | TypeScript JSX     |        173 |         13 |         36 |        222 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/CompanyLogoUploader.tsx           | TypeScript JSX     |         58 |          2 |         14 |         74 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/DeleteCompanyModal.tsx            | TypeScript JSX     |         47 |          0 |          7 |         54 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/EditCompanyModal.tsx              | TypeScript JSX     |        149 |         12 |         28 |        189 |
| /Users/nssanjeev/Documents/cosmi/app/profile/page.tsx                                     | TypeScript JSX     |        311 |         14 |         62 |        387 |
| /Users/nssanjeev/Documents/cosmi/app/providers/AuthProvider.tsx                           | TypeScript JSX     |        120 |         13 |         35 |        168 |
| /Users/nssanjeev/Documents/cosmi/app/providers/InvoiceProvider.tsx                        | TypeScript JSX     |        350 |         42 |        118 |        510 |
| /Users/nssanjeev/Documents/cosmi/app/providers/PayPalProvider.tsx                         | TypeScript JSX     |         18 |          0 |          4 |         22 |
| /Users/nssanjeev/Documents/cosmi/app/providers/ToastProvider.tsx                          | TypeScript JSX     |         50 |          2 |         11 |         63 |
| /Users/nssanjeev/Documents/cosmi/app/signin/page.tsx                                      | TypeScript JSX     |        184 |         11 |         24 |        219 |
| /Users/nssanjeev/Documents/cosmi/app/signout/page.tsx                                     | TypeScript JSX     |         19 |          1 |          5 |         25 |
| /Users/nssanjeev/Documents/cosmi/app/signup/company/page.tsx                              | TypeScript JSX     |        102 |         11 |         20 |        133 |
| /Users/nssanjeev/Documents/cosmi/app/signup/page.tsx                                      | TypeScript JSX     |         73 |          3 |         14 |         90 |
| /Users/nssanjeev/Documents/cosmi/app/test-auth/page.tsx                                   | TypeScript JSX     |         12 |          0 |          4 |         16 |
| /Users/nssanjeev/Documents/cosmi/app/test-firebase.tsx                                    | TypeScript JSX     |         19 |          1 |          3 |         23 |
| /Users/nssanjeev/Documents/cosmi/app/test-firestore/page.tsx                              | TypeScript JSX     |         33 |          0 |          9 |         42 |
| /Users/nssanjeev/Documents/cosmi/app/utils/currency.ts                                    | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/nssanjeev/Documents/cosmi/eslint.config.mjs                                        | JavaScript         |         14 |          2 |          3 |         19 |
| /Users/nssanjeev/Documents/cosmi/global.d.ts                                              | TypeScript         |         12 |          2 |          3 |         17 |
| /Users/nssanjeev/Documents/cosmi/lib/currency.ts                                          | TypeScript         |          4 |          0 |          0 |          4 |
| /Users/nssanjeev/Documents/cosmi/lib/date.ts                                              | TypeScript         |          6 |          1 |          3 |         10 |
| /Users/nssanjeev/Documents/cosmi/lib/emailTemplates.ts                                    | TypeScript         |         20 |          0 |          0 |         20 |
| /Users/nssanjeev/Documents/cosmi/lib/firebase-admin.ts                                    | TypeScript         |         17 |          1 |          6 |         24 |
| /Users/nssanjeev/Documents/cosmi/lib/firebase.ts                                          | TypeScript         |         16 |          3 |          5 |         24 |
| /Users/nssanjeev/Documents/cosmi/lib/invoiceLimits.ts                                     | TypeScript         |         20 |          1 |          4 |         25 |
| /Users/nssanjeev/Documents/cosmi/lib/razorpay.ts                                          | TypeScript         |          5 |          0 |          2 |          7 |
| /Users/nssanjeev/Documents/cosmi/lib/storage.ts                                           | TypeScript         |          9 |          3 |          5 |         17 |
| /Users/nssanjeev/Documents/cosmi/next.config.ts                                           | TypeScript         |          4 |          1 |          3 |          8 |
| /Users/nssanjeev/Documents/cosmi/package-lock.json                                        | JSON               |      9,995 |          0 |          1 |      9,996 |
| /Users/nssanjeev/Documents/cosmi/package.json                                             | JSON               |         40 |          0 |          1 |         41 |
| /Users/nssanjeev/Documents/cosmi/postcss.config.js                                        | JavaScript         |          6 |          0 |          1 |          7 |
| /Users/nssanjeev/Documents/cosmi/postcss.config.mjs                                       | JavaScript         |          6 |          0 |          2 |          8 |
| /Users/nssanjeev/Documents/cosmi/public/file.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/globe.svg                                         | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/next.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/vercel.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/window.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/tailwind.config.js                                       | JavaScript         |         26 |          1 |          2 |         29 |
| /Users/nssanjeev/Documents/cosmi/tsconfig.json                                            | JSON with Comments |         42 |          0 |          1 |         43 |
| /Users/nssanjeev/Documents/cosmi/types/lord-icon.d.ts                                     | TypeScript         |         17 |          0 |          2 |         19 |
| Total                                                                                     |                    |     18,169 |        485 |      1,896 |     20,550 |
+-------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
