Date : 2026-04-05 22:05:54
Directory : /Users/nssanjeev/Documents/cosmi
Total : 78 files,  20554 codes, 558 comments, 2522 blanks, all 23634 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/nssanjeev/Documents/cosmi/app/api/public-invoice/close/route.ts                    | TypeScript         |         27 |          0 |          7 |         34 |
| /Users/nssanjeev/Documents/cosmi/app/api/razorpay-checkout/order/route.ts                 | TypeScript         |         27 |          0 |          7 |         34 |
| /Users/nssanjeev/Documents/cosmi/app/api/razorpay-checkout/success/route.ts               | TypeScript         |        111 |          9 |         37 |        157 |
| /Users/nssanjeev/Documents/cosmi/app/api/send-reminder/route.ts                           | TypeScript         |         28 |          1 |         10 |         39 |
| /Users/nssanjeev/Documents/cosmi/app/company/page.tsx                                     | TypeScript JSX     |        266 |         10 |         44 |        320 |
| /Users/nssanjeev/Documents/cosmi/app/components/Avatar.tsx                                | TypeScript JSX     |         11 |          0 |          3 |         14 |
| /Users/nssanjeev/Documents/cosmi/app/components/CosmiLoader.tsx                           | TypeScript JSX     |         27 |          0 |          2 |         29 |
| /Users/nssanjeev/Documents/cosmi/app/components/RedirectIfAuth.tsx                        | TypeScript JSX     |         21 |          4 |          6 |         31 |
| /Users/nssanjeev/Documents/cosmi/app/components/RequireAuth.tsx                           | TypeScript JSX     |         21 |          4 |          6 |         31 |
| /Users/nssanjeev/Documents/cosmi/app/components/SignOutButton.tsx                         | TypeScript JSX     |        171 |         20 |         18 |        209 |
| /Users/nssanjeev/Documents/cosmi/app/components/UserMenu.tsx                              | TypeScript JSX     |        107 |          5 |         17 |        129 |
| /Users/nssanjeev/Documents/cosmi/app/components/hero/HeroVisual.tsx                       | TypeScript JSX     |         47 |          6 |          6 |         59 |
| /Users/nssanjeev/Documents/cosmi/app/components/ui/CosmiCalendar.tsx                      | TypeScript JSX     |        139 |          6 |         28 |        173 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/analytics/page.tsx                         | TypeScript JSX     |        420 |         18 |         69 |        507 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/clients/[id]/page.tsx                      | TypeScript JSX     |         31 |          0 |         11 |         42 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/clients/page.tsx                           | TypeScript JSX     |        329 |         12 |         94 |        435 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/invoices/[id]/page.tsx                     | TypeScript JSX     |        435 |         24 |        136 |        595 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/invoices/page.tsx                          | TypeScript JSX     |        565 |          9 |        141 |        715 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/layout.tsx                                 | TypeScript JSX     |        215 |          9 |         30 |        254 |
| /Users/nssanjeev/Documents/cosmi/app/dashboard/page.tsx                                   | TypeScript JSX     |        812 |         46 |        239 |      1,097 |
| /Users/nssanjeev/Documents/cosmi/app/globals.css                                          | PostCSS            |        275 |         15 |         49 |        339 |
| /Users/nssanjeev/Documents/cosmi/app/head.tsx                                             | TypeScript JSX     |         14 |          4 |          4 |         22 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/components/invoice/InvoiceForm.tsx    | TypeScript JSX     |      1,074 |         47 |        269 |      1,390 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/components/invoice/InvoicePreview.tsx | TypeScript JSX     |        251 |         18 |         62 |        331 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/hooks/useInvoiceEditor.tsx            | TypeScript JSX     |        326 |         40 |        121 |        487 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/loading.tsx                           | TypeScript JSX     |        103 |          1 |          5 |        109 |
| /Users/nssanjeev/Documents/cosmi/app/invoice-editor/page.tsx                              | TypeScript JSX     |      1,090 |         36 |        258 |      1,384 |
| /Users/nssanjeev/Documents/cosmi/app/invoice/[id]/page.tsx                                | TypeScript JSX     |        612 |         35 |        172 |        819 |
| /Users/nssanjeev/Documents/cosmi/app/layout.tsx                                           | TypeScript JSX     |         44 |          4 |         10 |         58 |
| /Users/nssanjeev/Documents/cosmi/app/onboarding/page.tsx                                  | TypeScript JSX     |        121 |          4 |         27 |        152 |
| /Users/nssanjeev/Documents/cosmi/app/page.tsx                                             | TypeScript JSX     |        243 |         15 |         28 |        286 |
| /Users/nssanjeev/Documents/cosmi/app/payment-success/page.tsx                             | TypeScript JSX     |         30 |          0 |         13 |         43 |
| /Users/nssanjeev/Documents/cosmi/app/pricing/page.tsx                                     | TypeScript JSX     |        118 |          8 |         23 |        149 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/AddCompanyModal.tsx               | TypeScript JSX     |        173 |         13 |         36 |        222 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/CompanyLogoUploader.tsx           | TypeScript JSX     |         58 |          2 |         14 |         74 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/DeleteCompanyModal.tsx            | TypeScript JSX     |         47 |          0 |          7 |         54 |
| /Users/nssanjeev/Documents/cosmi/app/profile/components/EditCompanyModal.tsx              | TypeScript JSX     |        149 |         12 |         28 |        189 |
| /Users/nssanjeev/Documents/cosmi/app/profile/page.tsx                                     | TypeScript JSX     |        311 |         14 |         62 |        387 |
| /Users/nssanjeev/Documents/cosmi/app/providers/AuthProvider.tsx                           | TypeScript JSX     |        169 |         14 |         55 |        238 |
| /Users/nssanjeev/Documents/cosmi/app/providers/InvoiceProvider.tsx                        | TypeScript JSX     |        367 |         44 |        137 |        548 |
| /Users/nssanjeev/Documents/cosmi/app/providers/PayPalProvider.tsx                         | TypeScript JSX     |         18 |          0 |          4 |         22 |
| /Users/nssanjeev/Documents/cosmi/app/providers/ToastProvider.tsx                          | TypeScript JSX     |         50 |          2 |         11 |         63 |
| /Users/nssanjeev/Documents/cosmi/app/signin/page.tsx                                      | TypeScript JSX     |        184 |         11 |         24 |        219 |
| /Users/nssanjeev/Documents/cosmi/app/signout/page.tsx                                     | TypeScript JSX     |         19 |          1 |          5 |         25 |
| /Users/nssanjeev/Documents/cosmi/app/signup/page.tsx                                      | TypeScript JSX     |        160 |          5 |         29 |        194 |
| /Users/nssanjeev/Documents/cosmi/app/test-auth/page.tsx                                   | TypeScript JSX     |         12 |          0 |          4 |         16 |
| /Users/nssanjeev/Documents/cosmi/app/test-firebase.tsx                                    | TypeScript JSX     |         19 |          1 |          3 |         23 |
| /Users/nssanjeev/Documents/cosmi/app/test-firestore/page.tsx                              | TypeScript JSX     |         33 |          0 |          9 |         42 |
| /Users/nssanjeev/Documents/cosmi/app/utils/currency.ts                                    | TypeScript         |         27 |          0 |          5 |         32 |
| /Users/nssanjeev/Documents/cosmi/eslint.config.mjs                                        | JavaScript         |         14 |          2 |          3 |         19 |
| /Users/nssanjeev/Documents/cosmi/global.d.ts                                              | TypeScript         |         12 |          2 |          3 |         17 |
| /Users/nssanjeev/Documents/cosmi/lib/currency.ts                                          | TypeScript         |          4 |          0 |          0 |          4 |
| /Users/nssanjeev/Documents/cosmi/lib/date.ts                                              | TypeScript         |          6 |          1 |          3 |         10 |
| /Users/nssanjeev/Documents/cosmi/lib/emailTemplates.ts                                    | TypeScript         |         20 |          0 |          0 |         20 |
| /Users/nssanjeev/Documents/cosmi/lib/firebase-admin.ts                                    | TypeScript         |         17 |          1 |          6 |         24 |
| /Users/nssanjeev/Documents/cosmi/lib/firebase.ts                                          | TypeScript         |         16 |          3 |          5 |         24 |
| /Users/nssanjeev/Documents/cosmi/lib/invoiceLimits.ts                                     | TypeScript         |         20 |          1 |          4 |         25 |
| /Users/nssanjeev/Documents/cosmi/lib/razorpay.ts                                          | TypeScript         |          5 |          0 |          2 |          7 |
| /Users/nssanjeev/Documents/cosmi/lib/recurring.ts                                         | TypeScript         |         19 |          0 |          2 |         21 |
| /Users/nssanjeev/Documents/cosmi/lib/storage.ts                                           | TypeScript         |          9 |          3 |          5 |         17 |
| /Users/nssanjeev/Documents/cosmi/next.config.ts                                           | TypeScript         |          4 |          1 |          3 |          8 |
| /Users/nssanjeev/Documents/cosmi/package-lock.json                                        | JSON               |     10,039 |          0 |          1 |     10,040 |
| /Users/nssanjeev/Documents/cosmi/package.json                                             | JSON               |         41 |          0 |          1 |         42 |
| /Users/nssanjeev/Documents/cosmi/postcss.config.js                                        | JavaScript         |          6 |          0 |          1 |          7 |
| /Users/nssanjeev/Documents/cosmi/postcss.config.mjs                                       | JavaScript         |          6 |          0 |          2 |          8 |
| /Users/nssanjeev/Documents/cosmi/public/file.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/globe.svg                                         | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/next.svg                                          | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/vercel.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/public/window.svg                                        | XML                |          1 |          0 |          0 |          1 |
| /Users/nssanjeev/Documents/cosmi/tailwind.config.js                                       | JavaScript         |         26 |          1 |          2 |         29 |
| /Users/nssanjeev/Documents/cosmi/tsconfig.json                                            | JSON with Comments |         42 |          0 |          1 |         43 |
| /Users/nssanjeev/Documents/cosmi/types/lord-icon.d.ts                                     | TypeScript         |         17 |          0 |          2 |         19 |
| Total                                                                                     |                    |     20,554 |        558 |      2,522 |     23,634 |
+-------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
